File	Mentions
SPI_1982_13	Horatius
SPI_1982_13	J.J.M. Timmers
SPI_1982_13	C. de Boer
SPI_1982_13	Justus de Harduwijn
SPI_1982_14	Jan Bols
SPI_1982_14	Pol de Mont
SPI_1982_14	Lode Zielens
SPI_1982_14	Albrecht Rodenbach
SPI_1982_14	Ludo Simons
SPI_1982_14	Amaat Vyncke
SPI_1982_14	Albe
SPI_1982_14	Stijn Streuvels
SPI_1982_14	Hugo Verriest
SPI_1982_15	N. de Paepe
SPI_1982_15	G.I. Lieftinck
SPI_1982_15	J. Deschamps
SPI_1982_15	F.P. van Oostrom
SPI_1982_15	G.P.M. Knuvelder
SPI_1982_15	Jacob van Maerlant
SPI_1982_15	M.J.M. de Haan
SPI_1982_15	A. van Loey
SPI_1982_16	Hubert
SPI_1982_17	J.C. Arens
SPI_1982_17	Guido Gezelle
SPI_1982_17	Hugo Raes
SPI_1982_17	Christine D'haen
SPI_1982_17	Paul de Wispelaere
SPI_1982_18	Garmt Stuiveling
SPI_1982_19	Pol de Mont
SPI_1982_19	Max Rooses
SPI_1982_19	P. Minderaa
SPI_1982_19	Karel van de Woestijne
SPI_1982_19	M. Rutten
SPI_1982_20	H. Mulder
SPI_1982_20	Constant van Wessem
SPI_1982_20	Homerus
SPI_1982_20	Horatius
SPI_1982_20	Jan Moritoen
SPI_1982_20	Lieven Rens
SPI_1982_20	Constantijn
SPI_1982_20	R.R. Post
SPI_1982_20	J.C. van Aart
SPI_1982_20	J. van Santen
SPI_1982_20	Plato
SPI_1982_20	C.J. Kelk
SPI_1982_20	Theun de Vries
SPI_1982_20	H.M. Ruitenbeek
SPI_1982_20	Emmanuel de Bom
SPI_1982_20	François Villon
SPI_1982_20	Frederik van Eeden
SPI_1982_20	L. Strengholt
SPI_1982_20	A.E. Cohen
SPI_1982_20	H. Bonger
SPI_1982_20	A. Mooij
SPI_1982_20	D.A.M. Binnendijk
SPI_1982_20	M.H. Schenkeveld
SPI_1982_20	Allard Pierson
SPI_1982_20	Multatuli
SPI_1982_20	Pol de Mont
SPI_1982_20	Louis de Bourbon
SPI_1982_20	N. van der Blom
SPI_1982_20	Herman van den Bergh
SPI_1982_20	C.W. Opzoomer
SPI_1982_20	Eelco Verwijs
SPI_1982_20	R. Lievens
SPI_1982_20	W.P. Gerritsen
SPI_1982_20	H. Duits
SPI_1982_20	Herman Gorter
SPI_1982_20	P.J. Verkruijsse
SPI_1982_20	Novalis
SPI_1982_20	Herman Pleij
SPI_1982_20	Albe
SPI_1982_20	M.J.M. de Haan
SPI_1982_20	Mieke Bal
SPI_1982_20	Jan ten Brink
SPI_1982_20	C.C. de Bruin
SPI_1982_20	Ludo Verbeeck
SPI_1982_20	Marc Galle
SPI_1982_20	Marga Minco
SPI_1982_20	S.A.J. van Faassen
SPI_1982_20	Garmt Stuiveling
SPI_1982_20	Albrecht Rodenbach
SPI_1982_20	Anton van Wilderode
SPI_1982_20	H.W.J. Vekeman
SPI_1982_20	Dolf Verspoor
SPI_1982_20	Martinus Nijhoff
SPI_1982_20	Peter Benoit
SPI_1982_20	Jan Campert
SPI_1982_20	R. Jansen-Sieben
SPI_1982_20	P.J. Meertens
SPI_1982_20	P.N. van Eyck
SPI_1982_20	J.D.F. van Halsema
SPI_1982_20	Charles Grivel
SPI_1982_20	Charles Boissevain
SPI_1982_20	Guido Gezelle
SPI_1982_20	Lucebert
SPI_1982_20	Ludo Simons
SPI_1982_20	Emmy van Lokhorst
SPI_1982_20	Ada Deprez
SPI_1982_20	Simon Vestdijk
SPI_1982_20	F.P. van Oostrom
SPI_1982_20	Carry van Bruggen
SPI_1982_20	A.A. Keersmaekers
SPI_1982_20	B.C. Damsteegt
SPI_1982_20	J.A.N. Knuttel
SPI_1983_1	Herman van den Bergh
SPI_1983_1	S. De Vriendt
SPI_1983_1	Lucebert
SPI_1983_1	J. Slauerhoff
SPI_1983_1	K. Lekkerkerker
SPI_1983_1	Richard Minne
SPI_1983_1	William Carlos Williams
SPI_1983_1	Ed Leeflang
SPI_1983_2	Hugo Raes
SPI_1983_3	Ed. Hoornik
SPI_1983_3	Hans Redeker
SPI_1983_3	Kees Fens
SPI_1983_3	Plato
SPI_1983_3	Cola Debrot
SPI_1983_3	Eddy van Vliet
SPI_1983_3	J. Verdam
SPI_1983_3	J.F.D. Blöte
SPI_1983_3	W.P. Gerritsen
SPI_1983_3	Michelangelo
SPI_1983_3	Koos Schuur
SPI_1983_3	Hugo Claus
SPI_1983_3	J.A. van Dorsten
SPI_1983_3	Albe
SPI_1983_3	A. Roland Holst
SPI_1983_3	A. Ampe
SPI_1983_3	John Milton
SPI_1983_3	Jacobus Revius
SPI_1983_3	Herman Gorter
SPI_1983_3	Armand van Assche
SPI_1983_4	Leo van Puyvelde
SPI_1983_4	G.W. Wolthuis
SPI_1983_4	W. Waterschoot
SPI_1983_4	C. Kruyskamp
SPI_1983_4	M.E. Kronenberg
SPI_1983_4	Pierre Brachin
SPI_1983_4	J.F. Vanderheyden
SPI_1983_4	B. van den Berg
SPI_1983_4	R.L.J. Bromberg
SPI_1983_4	W.A.F. Janssen
SPI_1983_4	W.H. Beuken
SPI_1983_4	L. Peeters
SPI_1983_4	H.J.J.M. van der Merwe
SPI_1983_4	Peeters
SPI_1983_5	Gerrit Komrij
SPI_1983_5	Ezra Pound
SPI_1983_5	Guido Gezelle
SPI_1983_6	Multatuli
SPI_1983_6	Marcellus Emants
SPI_1983_6	Frans Coenen
SPI_1983_6	Ton Anbeek
SPI_1983_6	Pierre H. Dubois
SPI_1983_7	F. Bordewijk
SPI_1983_8	Cyriel Buysse
SPI_1983_8	R.C. Bakhuizen van den Brink
SPI_1983_8	P.E.L. Verkuyl
SPI_1983_8	S.F. Witstein
SPI_1983_8	A.N. Paasman
SPI_1983_8	W.P. Gerritsen
SPI_1983_8	A.M.J. van Buuren
SPI_1983_8	Dirk Kroon
SPI_1983_8	Hubert
SPI_1983_8	Jean Améry
SPI_1983_8	Albe
SPI_1983_8	P.G.J. van Sterkenburg
SPI_1983_8	C.C. de Bruin
SPI_1983_8	Marga Minco
SPI_1983_8	Maaike Hogenhout-Mulder
SPI_1983_8	Martinus Nijhoff
SPI_1983_8	Marijke Spies
SPI_1983_8	Hubert Meeus
SPI_1983_8	Hugo Dyserinck
SPI_1983_8	W.A.P. Smit
SPI_1983_8	Max Rooses
SPI_1983_8	A.J. van Essen
SPI_1983_8	Ward Ruyslinck
SPI_1983_8	Jan Wolkers
SPI_1983_8	F.P. van Oostrom
SPI_1983_8	H. Vandermoere
SPI_1983_9	F. Bordewijk
SPI_1983_10	M.C. van den Toorn
SPI_1983_10	J.N. van Hall
SPI_1983_10	R.C. Boer
SPI_1983_10	Louis Couperus
SPI_1983_10	Ton Anbeek
SPI_1983_11	Frans Erens
SPI_1983_11	Frans Coenen
SPI_1983_11	Plato
SPI_1983_11	S.F. Witstein
SPI_1983_11	Multatuli
SPI_1983_11	J.J. Oversteegen
SPI_1983_11	Harry G.M. Prick
SPI_1983_11	Albe
SPI_1983_11	G. Kazemier
SPI_1983_11	A. Roland Holst
SPI_1983_11	Hélène Swarth
SPI_1983_11	Bernt Luger
SPI_1983_11	W. Blok
SPI_1983_11	Jacob van Maerlant
SPI_1983_11	P.J. Meertens
SPI_1983_11	P.C. Boutens
SPI_1983_11	Willem Frederik Hermans
SPI_1983_11	Rob Nieuwenhuys
SPI_1983_11	Jacobus Revius
SPI_1983_11	F.P. van Oostrom
SPI_1983_11	E.K. Grootes
SPI_1983_12	Horatius
SPI_1983_12	Plato
SPI_1983_13	Homerus
SPI_1983_13	A. den Doolaard
SPI_1983_13	A.A.M. Stols
SPI_1983_13	Karel Meeuwesse
SPI_1983_13	Martinus Nijhoff
SPI_1983_13	Edgar Allan Poe
SPI_1983_13	Hubert
SPI_1983_13	James Joyce
SPI_1983_13	Leopold
SPI_1983_13	M. Stol
SPI_1983_13	Franz Hellens
SPI_1983_13	T.S. Eliot
SPI_1983_13	Theun de Vries
SPI_1983_13	Albe
SPI_1983_13	Jean Cocteau
SPI_1983_13	A. Roland Holst
SPI_1983_13	Blaise Cendrars
SPI_1983_14	Hugo Claus
SPI_1983_14	Albe
SPI_1983_15	E. Oey-de Vita
SPI_1983_15	W. Hogendoorn
SPI_1983_15	J.A. Worp
SPI_1983_15	W.P. Gerritsen
SPI_1983_15	Martinus Nijhoff
SPI_1983_15	Johan de Witt
SPI_1983_15	F.P. van Oostrom
SPI_1984_2	Anton van Wilderode
SPI_1984_2	Albert Westerlinck
SPI_1984_2	Albe
SPI_1984_2	P. Minderaa
SPI_1984_2	Karel van de Woestijne
SPI_1984_3	G. Colmjon
SPI_1984_3	Jan ten Brink
SPI_1984_3	Pol de Mont
SPI_1984_3	Prosper van Langendonck
SPI_1984_3	J. Salsmans
SPI_1984_3	W. Gobbers
SPI_1984_3	Gustaaf Segers
SPI_1984_3	Max Rooses
SPI_1984_4	Max Nord
SPI_1984_4	Frans Netscher
SPI_1984_4	Louis Couperus
SPI_1984_4	M. Rutten
SPI_1984_4	Lieve Scheer
SPI_1984_4	Stefan George
SPI_1984_4	Albert Westerlinck
SPI_1984_4	Albe
SPI_1984_4	Paul Lebeau
SPI_1984_4	Rolande
SPI_1984_4	Thomas Mann
SPI_1984_4	Charles Baudelaire
SPI_1984_4	Jan ten Brink
SPI_1984_4	H.W. van Tricht
SPI_1984_4	Marc Galle
SPI_1984_4	Raymond Pouilliart
SPI_1984_4	Stéphane Mallarmé
SPI_1984_4	Karel van de Woestijne
SPI_1984_4	Jan Toorop
SPI_1984_4	Léon
SPI_1984_4	G.P.M. Knuvelder
SPI_1984_4	F.L. Bastet
SPI_1984_5	C. Kruyskamp
SPI_1984_5	Willem M. Roggeman
SPI_1984_5	Martinus Nijhoff
SPI_1984_5	Paul Claes
SPI_1984_5	Kees Fens
SPI_1984_5	Hugo Brems
SPI_1984_5	Hubert
SPI_1984_5	Hugo Claus
SPI_1984_5	Adriaan van der Veen
SPI_1984_5	Albe
SPI_1984_5	J.J.M. Timmers
SPI_1984_6	N. de Paepe
SPI_1984_6	G.A. van Es
SPI_1984_6	J.F. Vanderheyden
SPI_1984_6	W.A.F. Janssen
SPI_1984_6	J. van Vloten
SPI_1984_6	G.P.M. Knuvelder
SPI_1984_6	J. Verdam
SPI_1984_6	Jacob van Maerlant
SPI_1984_6	J.W. Muller
SPI_1984_6	W.E. Hegman
SPI_1984_7	G.I. Lieftinck
SPI_1984_7	W.J.A. Jonckbloet
SPI_1984_7	W.P. Gerritsen
SPI_1984_8	Dirk Coigneau
SPI_1984_8	W. Waterschoot
SPI_1984_8	C. Kruyskamp
SPI_1984_8	A.N. Paasman
SPI_1984_8	J.J. Kloek
SPI_1984_8	R.F. Lissens
SPI_1984_8	M.C. van den Toorn
SPI_1984_8	Pol de Mont
SPI_1984_8	A.M.J. van Buuren
SPI_1984_8	Anna Bijns
SPI_1984_8	C. Bittremieux
SPI_1984_8	Herman Pleij
SPI_1984_8	Albe
SPI_1984_8	Bert Decorte
SPI_1984_8	Johanna Naber
SPI_1984_8	H. Mol
SPI_1984_8	Karel Porteman
SPI_1984_8	M.J.M. de Haan
SPI_1984_8	J.D.P. Warners
SPI_1984_8	Lode Baekelmans
SPI_1984_8	A.L. Sötemann
SPI_1984_8	Martinus Nijhoff
SPI_1984_8	P.S.N. Oost
SPI_1984_8	Herman Oosterwijk
SPI_1984_8	Hendrik Conscience
SPI_1984_8	J. Deschamps
SPI_1984_8	W. Gobbers
SPI_1984_8	Leopold
SPI_1984_8	Jan Schoolmeesters
SPI_1984_8	J.C. Bloem
SPI_1984_8	André Demedts
SPI_1984_8	Jacob van Maerlant
SPI_1984_8	L.H. Hoek
SPI_1984_8	P.C. Boutens
SPI_1984_8	Ger Schmook
SPI_1984_8	J.H. Leopold
SPI_1984_8	P.N. van Eyck
SPI_1984_8	Maurice Gilliams
SPI_1984_8	Ludo Simons
SPI_1984_8	Emiel Willekens
SPI_1984_8	Ada Deprez
SPI_1984_8	Maurice Roelants
SPI_1984_8	J. Trapman
SPI_1984_8	W.E. Hegman
SPI_1984_8	B.C. Damsteegt
SPI_1984_11	F. Lulofs
SPI_1984_11	A.M. Duinhoven
SPI_1984_11	G.I. Lieftinck
SPI_1984_11	F.P. van Oostrom
SPI_1984_12	Peeters
SPI_1984_12	W. Waterschoot
SPI_1984_12	F. Lulofs
SPI_1984_12	J.F. Vanderheyden
SPI_1984_12	Floris Prims
SPI_1984_12	Marijke Spies
SPI_1984_12	J.J. Mak
SPI_1984_12	L. Peeters
SPI_1984_12	J.W. Muller
SPI_1984_12	L. Scharpé
SPI_1984_12	H.J.J.M. van der Merwe
SPI_1984_12	A. Dirkzwager
SPI_1984_12	J.D.P. Warners
SPI_1984_13	Melati van Java
SPI_1984_13	Bert Bakker
SPI_1984_13	Simon Gorter
SPI_1984_13	Charles Boissevain
SPI_1984_13	J.A. Alberdingk Thijm
SPI_1984_13	Harry G.M. Prick
SPI_1984_13	Albe
SPI_1984_13	F. van Lennep
SPI_1984_13	Ton Anbeek
SPI_1984_13	Jacob van Lennep
SPI_1984_13	J.J. Kloek
SPI_1984_14	Günter Grass
SPI_1984_14	J. Bernlef
SPI_1984_14	Ben Bos
SPI_1984_14	J.J. Oversteegen
SPI_1984_14	Lidy van Marissing
SPI_1984_14	Hugo Bousset
SPI_1984_14	Jacques Hamelink
SPI_1984_14	Paul de Wispelaere
SPI_1984_14	Michel Dupuis
SPI_1984_14	Cyrille Offermans
SPI_1984_14	Michel Bartosik
SPI_1984_14	Ivo Michiels
SPI_1984_15	D.H. Lawrence
SPI_1984_15	Mimosa
SPI_1984_15	Guido Gezelle
SPI_1984_15	Caesar Gezelle
SPI_1984_16	Hugo Claus
SPI_1984_17	E.T. Kuiper
SPI_1984_17	Michiel de Swaen
SPI_1984_17	W. Waterschoot
SPI_1984_17	Constantijn
SPI_1984_17	Marita Mathijsen
SPI_1984_17	H. van Gorp
SPI_1984_17	D.A.M. Binnendijk
SPI_1984_17	J.A. Worp
SPI_1984_17	W.P. Gerritsen
SPI_1984_17	R. Lievens
SPI_1984_17	Michelangelo
SPI_1984_17	Constantijn Huygens
SPI_1984_17	Hubert
SPI_1984_17	Novalis
SPI_1984_17	Willem Elsschot
SPI_1984_17	Annemarie Kets
SPI_1984_17	E. Oey-de Vita
SPI_1984_17	A. van Elslander
SPI_1984_17	A.L. Sötemann
SPI_1984_17	Hessel Miedema
SPI_1984_17	Martinus Nijhoff
SPI_1984_17	Hubert Meeus
SPI_1984_17	Leopold
SPI_1984_17	Jan Schoolmeesters
SPI_1984_17	G.J. Dorleijn
SPI_1984_17	J.C. Bloem
SPI_1984_17	J.C. Kannemeyer
SPI_1984_17	J. Huyghebaert
SPI_1984_17	Jacob van Maerlant
SPI_1984_17	W.A.P. Smit
SPI_1984_17	A.M. Duinhoven
SPI_1984_17	Anne Marie Musschoot
SPI_1984_17	Eep Francken
SPI_1984_17	Gerhard Kuipers
SPI_1984_17	F. Veenstra
SPI_1984_17	W.E. Hegman
SPI_1984_17	E.K. Grootes
SPI_1985_1	W.M.H. Hummelen
SPI_1985_1	Jan ten Brink
SPI_1985_1	C.F.P. Stutterheim
SPI_1985_1	Theodoor Rodenburg
SPI_1985_1	H. Prudon
SPI_1985_1	Eelco Verwijs
SPI_1985_1	G.A. Bredero
SPI_1985_1	J. Prins
SPI_1985_1	J. ten Brink
SPI_1985_1	G.A. Nauta
SPI_1985_1	P. Minderaa
SPI_1985_1	B.C. Damsteegt
SPI_1985_2	A.L. Sötemann
SPI_1985_2	T.S. Eliot
SPI_1985_2	J. Slauerhoff
SPI_1985_2	Mieke Bal
SPI_1985_2	Michel Dupuis
SPI_1985_3	Koen Vermeiren
SPI_1985_3	Maarten van Buuren
SPI_1985_3	Gérard de Nerval
SPI_1985_3	Aleid Truijens
SPI_1985_3	Octavio Paz
SPI_1985_3	Harry Bekkering
SPI_1985_3	Adriaan Morriën
SPI_1985_3	Jan Campert
SPI_1985_3	Jaap Goedegebuure
SPI_1985_3	Wiel Kusters
SPI_1985_3	Cees Nooteboom
SPI_1985_3	Thomas Mann
SPI_1985_5	A. Roland Holst
SPI_1985_5	M.H. Schenkeveld
SPI_1985_6	G. Puchinger
SPI_1985_6	H. Marsman
SPI_1985_6	Constant van Wessem
SPI_1985_6	Dirk Coigneau
SPI_1985_6	W. Waterschoot
SPI_1985_6	Ernest Claes
SPI_1985_6	Maarten van Buuren
SPI_1985_6	Kees Fens
SPI_1985_6	Constantijn
SPI_1985_6	Bart Philipsen
SPI_1985_6	August Vermeylen
SPI_1985_6	Ben Stroman
SPI_1985_6	Max Brod
SPI_1985_6	Annie Verhaeghe
SPI_1985_6	Nico Rost
SPI_1985_6	R.F. Lissens
SPI_1985_6	Louis Paul Boon
SPI_1985_6	Multatuli
SPI_1985_6	Roel Houwink
SPI_1985_6	Urbain van de Voorde
SPI_1985_6	Frans Verstreken
SPI_1985_6	Frank Willaert
SPI_1985_6	J.J. Oversteegen
SPI_1985_6	A.M.J. van Buuren
SPI_1985_6	P. van Hees
SPI_1985_6	Paul Claes
SPI_1985_6	A.C. Willink
SPI_1985_6	Stefan George
SPI_1985_6	Jan Roelans
SPI_1985_6	J. Reynaert
SPI_1985_6	Emiel van Hemeldonck
SPI_1985_6	P.J. Verkruijsse
SPI_1985_6	P.J. Buijnsters
SPI_1985_6	Albe
SPI_1985_6	Hans Anten
SPI_1985_6	Aart van der Leeuw
SPI_1985_6	Dante Alighieri
SPI_1985_6	Jan Muylle
SPI_1985_6	Augusta de Wit
SPI_1985_6	Alice Nahon
SPI_1985_6	A. Kibédi Varga
SPI_1985_6	Geerten Gossaert
SPI_1985_6	Jef Last
SPI_1985_6	Ernest van der Hallen
SPI_1985_6	Felix Timmermans
SPI_1985_6	José de Ceulaer
SPI_1985_6	Albert Verwey
SPI_1985_6	Ludo Verbeeck
SPI_1985_6	Albert Helman
SPI_1985_6	Erik Hertog
SPI_1985_6	Elrud Ibsch
SPI_1985_6	Marijke Spies
SPI_1985_6	Paul Schampaert
SPI_1985_6	J.C. Bloem
SPI_1985_6	Jacob van Maerlant
SPI_1985_6	B.P.M. Dongelmans
SPI_1985_6	Cyrille Offermans
SPI_1985_6	P.N. van Eyck
SPI_1985_6	Jan Engelman
SPI_1985_6	Maurice Gilliams
SPI_1985_6	F.A. Snellaert
SPI_1985_6	Willem Elsschot
SPI_1985_6	Guido Gezelle
SPI_1985_6	Lucebert
SPI_1985_6	Jan van Nijlen
SPI_1985_6	Caesar Gezelle
SPI_1985_6	Gerard Walschap
SPI_1985_6	F.P. van Oostrom
SPI_1985_6	Albert Kuyle
SPI_1985_6	Henk Hillenaar
SPI_1985_6	Jan Flamend
SPI_1985_6	Maurice Roelants
SPI_1985_6	Paul van Ostaijen
SPI_1985_6	M.A. Schenkeveld-van der Dussen
SPI_1985_6	E.K. Grootes
SPI_1985_7	Garmt Stuiveling
SPI_1985_7	Multatuli
SPI_1985_7	P. Minderaa
SPI_1985_8	Multatuli
SPI_1985_8	Lode Zielens
SPI_1985_8	Garmt Stuiveling
SPI_1985_8	Jan van Beers
SPI_1985_8	Peter Benoit
SPI_1985_8	Hendrik Conscience
SPI_1985_8	Leopold
SPI_1985_8	Virginie Loveling
SPI_1985_8	Ger Schmook
SPI_1985_9	W.M.H. Hummelen
SPI_1985_9	F.A. Stoett
SPI_1985_9	C.F.A. van Dam
SPI_1985_9	E.K. Grootes
SPI_1985_9	B.C. Damsteegt
SPI_1985_10	Maarten 't Hart
SPI_1985_10	H. Robbers
SPI_1985_10	Viviane Geuffens
SPI_1985_10	J. van Oudshoorn
SPI_1985_10	W.A.M. de Moor
SPI_1985_11	Stefan George
SPI_1985_11	James Joyce
SPI_1985_11	Lodewijk van Deyssel
SPI_1985_11	Albe
SPI_1985_11	Aart van der Leeuw
SPI_1985_11	Menno ter Braak
SPI_1985_12	C.C. de Bruin
SPI_1985_12	A. van Elslander
SPI_1985_12	Marc Carlier
SPI_1985_12	Jacob Groot
SPI_1985_12	R. Lievens
SPI_1985_12	Jan Spierdijk
SPI_1985_12	Ada Deprez
SPI_1985_12	Ignace Bossuyt
SPI_1985_12	J. Reynaert
SPI_1985_12	Theo Coun
SPI_1985_12	Albe
SPI_1985_12	Willem Elsschot
SPI_1985_12	Herman Liebaers
SPI_1985_12	Hans Vanacker
SPI_1985_12	Rik Van Daele
SPI_1985_12	A.J. Geurts
SPI_1985_13	F.A. Snellaert
SPI_1985_13	Ger Schmook
SPI_1985_14	J.J. Oversteegen
SPI_1985_14	Norbert Elias
SPI_1985_14	J.J.A. Mooij
SPI_1985_14	W. Gobbers
SPI_1985_14	H. van Gorp
SPI_1985_14	Joris Vlasselaers
SPI_1985_14	Ton Anbeek
SPI_1985_14	E.K. Grootes
SPI_1985_14	A. Mooij
SPI_1985_15	Max Rooses
SPI_1985_15	F.A. Snellaert
SPI_1985_15	H.P.H. Teesing
SPI_1985_15	W. Gobbers
SPI_1985_15	Ada Deprez
SPI_1985_15	Gustaaf Segers
SPI_1985_15	M. Hanot
SPI_1985_15	André van Hasselt
SPI_1985_15	Ger Schmook
SPI_1985_15	D.W. Fokkema
SPI_1985_16	George Eliot
SPI_1985_16	Peter van Zonneveld
SPI_1985_16	Marita Mathijsen
SPI_1985_16	J. Bosch
SPI_1985_16	G.J. Vis
SPI_1985_16	S.F. Witstein
SPI_1985_16	Jacob van Lennep
SPI_1985_16	M.H. Schenkeveld
SPI_1985_16	J.J. Kloek
SPI_1985_16	H.J. Polak
SPI_1985_16	Multatuli
SPI_1985_16	Roger Henrard
SPI_1985_16	Simon Gorter
SPI_1985_16	Nop Maas
SPI_1985_16	Frank Ligtvoet
SPI_1985_16	Nicolaas Beets
SPI_1985_16	P.J. Buijnsters
SPI_1985_16	David Jacob van Lennep
SPI_1985_16	W.F.G. Breekveldt
SPI_1985_16	H.A. Gomperts
SPI_1985_16	Jan ten Brink
SPI_1985_16	A.L.G. Bosboom-Toussaint
SPI_1985_16	C.P. Tiele
SPI_1985_16	A.L. Sötemann
SPI_1985_16	Willem Bilderdijk
SPI_1985_16	J.R. de Groot
SPI_1985_16	W.J. van den Akker
SPI_1985_16	Jacob Geel
SPI_1985_16	M. Stapert-Eggen
SPI_1985_16	W.J.C. Buitendijk
SPI_1985_16	E.K. Grootes
SPI_1985_17	Karel de Busschere
SPI_1985_17	Pierre Brachin
SPI_1985_17	Jozef de Vos
SPI_1985_17	Stefaan van den Bremt
SPI_1985_17	F. van Vinckenroye
SPI_1985_17	Marcel Janssen
SPI_1985_17	R.F. Lissens
SPI_1985_17	J. Boers
SPI_1985_17	Hilda Ram
SPI_1985_17	Johan Winkler
SPI_1985_17	Jozef Boets
SPI_1985_17	Multatuli
SPI_1985_17	Marcel de Smedt
SPI_1985_17	Paul Claes
SPI_1985_17	Hendrik Persyn
SPI_1985_17	Marcel Hoebeke
SPI_1985_17	Eugeen van Oye
SPI_1985_17	René de Clercq
SPI_1985_17	Lode Wils
SPI_1985_17	Delfien Vanhaute
SPI_1985_17	Karel Wauters
SPI_1985_17	Marcel Janssens
SPI_1985_17	A. van Elslander
SPI_1985_17	Albrecht Rodenbach
SPI_1985_17	Peter Benoit
SPI_1985_17	G. Jo Steenbergen
SPI_1985_17	Hendrik Conscience
SPI_1985_17	J. Deschamps
SPI_1985_17	Leopold
SPI_1985_17	W. Gobbers
SPI_1985_17	A. Smits
SPI_1985_17	J. Huyghebaert
SPI_1985_17	Hilda van Assche
SPI_1985_17	Ger Schmook
SPI_1985_17	F.A. Snellaert
SPI_1985_17	Jan van Beers
SPI_1985_17	Guido Gezelle
SPI_1985_17	J.J.M. Westenbroek
SPI_1985_17	Ludo Simons
SPI_1985_17	Marc Reynebeau
SPI_1985_17	Theo Coun
SPI_1985_17	Joris Vlasselaers
SPI_1985_18	Jan Fontijn
SPI_1985_18	Marcellus Emants
SPI_1985_18	Raymond Vervliet
SPI_1985_18	Louis Couperus
SPI_1985_18	August Vermeylen
SPI_1985_18	Omer Wattez
SPI_1985_18	Emmanuel de Bom
SPI_1985_18	J.H.J. van der Pot
SPI_1985_18	R.F. Lissens
SPI_1985_18	Pol de Mont
SPI_1985_18	Eugeen van Oye
SPI_1985_18	Karel Wauters
SPI_1985_18	Felix Timmermans
SPI_1985_18	Albrecht Rodenbach
SPI_1985_18	Peter Benoit
SPI_1985_18	Leo van Riel
SPI_1985_18	Ger Schmook
SPI_1985_18	Karel van de Woestijne
SPI_1985_18	Emiel Hullebroeck
SPI_1985_18	H.P.H. Teesing
SPI_1985_18	Lambrecht Lambrechts
SPI_1985_18	Joris Vlasselaers
STR_1933_1	J. Salsmans
STR_1933_2	William Shakespeare
STR_1933_6	Leopold
STR_1933_6	K. du Bois de Vroylande
STR_1933_6	Albe
STR_1933_9	C. de Bievre
STR_1933_10	J. Slauerhoff
STR_1933_10	P. Morlion
STR_1933_10	Gerard Bruning
STR_1933_10	R. Schreuder
STR_1933_11	Constantijn
STR_1933_11	R. Goris
STR_1933_12	William Shakespeare
STR_1933_14	J. Hoet
STR_1933_15	Leopold
STR_1933_15	Albe
STR_1933_16	Gerard Walschap
STR_1933_17	Lode Geysen
STR_1933_18	Mary Robbers
STR_1933_18	K. van Baarle
STR_1933_18	Selma Lagerlöf
STR_1933_18	Juliaan Vervoort
STR_1933_18	Jacques Benoit
STR_1933_18	A. Wuyts
STR_1933_18	Alice Nahon
STR_1933_18	F. De Raedemaeker
STR_1933_21	Felix Timmermans
STR_1933_21	Sigrid Undset
STR_1933_21	Stijn Streuvels
STR_1933_21	Marnix Gijsen
STR_1933_22	R. Verschroeven
STR_1933_24	K. du Bois de Vroylande
STR_1933_25	Rudyard Kipling
STR_1933_32	R. Goris
STR_1933_34	William Shakespeare
STR_1933_35	Alex Harlssen
STR_1933_38	P. Morlion
STR_1933_38	P. Janssens
STR_1933_41	R. Goris
STR_1933_42	A.J. Michielsen
STR_1933_43	William Shakespeare
STR_1933_44	Peeters
STR_1933_45	Joris Eeckhout
STR_1933_46	Herman Gorter
STR_1933_47	F. De Raedemaeker
STR_1933_47	J. De Munter
STR_1933_50	H. Robbers
STR_1933_50	Jan Vermeer
STR_1933_50	G. van der Leeuw
STR_1933_50	Novalis
STR_1933_50	Anton van Duinkerken
STR_1933_51	L. Arts
STR_1933_52	Constantijn
STR_1933_52	R. Goris
STR_1933_53	P. Morlion
STR_1933_54	A.J. Michielsen
STR_1933_54	Albe
STR_1933_55	William Shakespeare
STR_1933_56	F. Beyers
STR_1933_56	Alex Harlssen
STR_1933_56	A. Dockx
STR_1933_56	L. Arts
STR_1933_56	K. du Bois de Vroylande
STR_1933_56	F. De Raedemaeker
STR_1934_1	J. Salsmans
STR_1934_2	J.M. Eylenbosch
STR_1934_4	K. du Bois de Vroylande
STR_1934_5	Paul Claudel
STR_1934_5	Cyriel Verschaeve
STR_1934_5	Stijn Streuvels
STR_1934_5	Sigrid Undset
STR_1934_5	E.H.M. Beekman
STR_1934_6	Edward Vermeulen
STR_1934_10	Jozef Simons
STR_1934_10	L. Arts
STR_1934_10	J. Christelbach
STR_1934_10	Anton van Duinkerken
STR_1934_10	L. Verhaegen
STR_1934_10	F. De Raedemaeker
STR_1934_11	L. Arts
STR_1934_12	E. Verstraelen
STR_1934_14	Leopold
STR_1934_14	Albe
STR_1934_14	R. Goris
STR_1934_16	D.H. Lawrence
STR_1934_17	J. Nolf
STR_1934_17	K. du Bois de Vroylande
STR_1934_19	Plato
STR_1934_20	Pol de Mont
STR_1934_21	Aloïs Janssens
STR_1934_21	P. Janssens
STR_1934_21	Albe
STR_1934_21	Cyriel Verschaeve
STR_1934_21	F. De Raedemaeker
STR_1934_22	H. Bruders
