Author	Degree	In-degree	Out-degree	Betweenness	Closeness	Harmonic	Eigenvector	Clustering	Square_Clustering
C. van de Ketterij	0.0087248322147651	0.004563758389261745	0.004161073825503355	0.00022990464677995036	0.2375908615311401	1929.0547619047188	0.007669133269367491	0.2678399228543877	0.056246750488799714
David Kouwenaar	0.00026845637583892615	0.00026845637583892615	0.0	0.0	0.20805308636092437	1625.774999999978	0.000348471733571883	1.0	0.0
A.D. Leeman	0.006442953020134227	0.004697986577181208	0.0017449664429530199	9.944834871790389e-05	0.2452497036610104	1993.3976190475623	0.008202161704345299	0.27960819234194123	0.03506609427466315
Maarten van Buuren	0.00912751677852349	0.007248322147651006	0.001879194630872483	7.768865177833763e-05	0.22706998881016408	1845.4285714285347	0.0042832085740381245	0.1672519754170325	0.020092531394580303
Jan van Luxemburg	0.04187919463087248	0.013825503355704696	0.028053691275167783	0.002405246088150857	0.23355274701261217	1925.5738095237723	0.008683663920783556	0.10461300309597524	0.02996559452938741
Chris Keulemans	0.0016107382550335568	0.0004026845637583892	0.0012080536912751677	0.00018615689092150685	0.2007054992584793	1563.8130952380914	0.00017386252284162473	0.1893939393939394	0.19508448540706605
M.H. Schenkeveld	0.02187919463087248	0.01087248322147651	0.011006711409395973	0.0006584335797563533	0.25079441397140234	2053.383333333278	0.01611563255918667	0.1939387042937339	0.04361936750707817
Ger Groot	0.001476510067114094	0.001476510067114094	0.0	0.0	0.19039087438413033	1523.348412698432	0.0005643045066815255	0.37272727272727274	0.0
Frans van Dooren	0.0024161073825503354	0.002147651006711409	0.00026845637583892615	0.00012913103032074252	0.23084163075340575	1843.121428571371	0.001824422942644701	0.26490066225165565	0.0
Remieg Aerts	0.010201342281879194	0.0008053691275167784	0.009395973154362415	0.00017629567771649244	0.18856708317951565	1481.4674603174758	0.00019871204665758963	0.09789473684210526	0.026533557389579177
Olf Praamstra	0.011006711409395973	0.003758389261744966	0.007248322147651006	9.492787118278538e-05	0.22469207417445225	1818.1928571428289	0.0043375835246716446	0.31757777106614316	0.05761319922619092
Hubert Smeets	0.001476510067114094	0.0	0.001476510067114094	0.0	0.0	0.0	9.056303693276773e-101	0.02727272727272727	0.012422360248447204
Peter Odell	0.00026845637583892615	0.00013422818791946307	0.00013422818791946307	0.0	0.16964302246857074	1312.0884920635528	8.253192199247009e-06	0.0	0.0
Chun-chan Yeh	0.0009395973154362415	0.00026845637583892615	0.0006711409395973154	0.00019276655426367814	0.17271557120908682	1344.6456349206842	2.157531143850134e-05	0.225	0.023554603854389723
Henny Scheepmaker	0.0013422818791946308	0.0004026845637583892	0.0009395973154362415	0.00022490240314951043	0.14335098865750964	1101.5075396825566	4.106958161412204e-07	0.12790697674418605	0.015514809590973202
Tess Visser	0.0005369127516778523	0.00013422818791946307	0.0004026845637583892	0.0	0.00013422818791946307	1.0	8.157193187679064e-85	0.4	0.023255813953488372
Jean-Clarence Lambert	0.0005369127516778523	0.00013422818791946307	0.0004026845637583892	0.0	0.00013422818791946307	1.0	8.157193187679064e-85	0.4	0.022222222222222223
Peter King	0.010201342281879194	0.005100671140939597	0.005100671140939597	0.00014867010374795242	0.23963925927922866	1951.0452380951929	0.008022953586297185	0.25	0.03488310328342806
